Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
endothelial cell differentiation (GO:0045446)	1/14	0.29801824258807652068270499512436799705028533935546875	0.448610882705643365664371913226204924285411834716796875	0.355683787878267876347848641671589575707912445068359375	0.5443825883625785788666462394758127629756927490234375	0.022961091357856192	-0.027796710460420055	PROX1
actomyosin structure organization (GO:0031032)	3/72	0.2675943488206782294724916937411762773990631103515625	0.432455670398734393078399307341896928846836090087890625	0.368594819939991269475143553790985606610774993896484375	0.554886144514488588441736283130012452602386474609375	0.0213710232013814	-0.028173058052742603	MYLIP;EPB41L4B;MYH9
autophagosome assembly (GO:0000045)	1/59	0.7752841424508518652913835467188619077205657958984375	0.80689932974403510979044540363247506320476531982421875	0.8281222249800130885688531634514220058917999267578125	0.86538925244130482372639789900858886539936065673828125	0.11289552094853382	-0.028734809396735922	ATG4C
retrograde transport, endosome to Golgi (GO:0042147)	2/83	0.61693785581652982319411648859386332333087921142578125	0.67700450808015311121579316022689454257488250732421875	0.70839558337622066108707485909690149128437042236328125	0.77247293599108279860132597605115734040737152099609375	0.06597581472195593	-0.031865459509405114	SNX1;VAMP3
regulation of cellular ketone metabolic process (GO:0010565)	1/62	0.79173607011217594919827433841419406235218048095703125	0.8216074309991920898710304754786193370819091796875	0.84263861381262661343072295494494028389453887939453125	0.87764529151881298663084862710093148052692413330078125	0.1383094799670215	-0.03229902386321689	PSME4
pore complex assembly (GO:0046931)	1/15	0.315544956141795618353995678262435831129550933837890625	0.459608668765916217324729586835019290447235107421875	0.374301128421244133637202367026475258171558380126953125	0.554886144514488588441736283130012452602386474609375	0.028691676057434373	-0.033094531826709114	GSDMD
positive regulation of cell cycle process (GO:0090068)	1/108	0.93518410258208028995596805543755181133747100830078125	0.9398285074902565927601472139940597116947174072265625	0.95942002020023675612492297659628093242645263671875	0.9641847879486593608788780329632572829723358154296875	0.49648641640454716	-0.03327048215949722	TP53
mRNA 3'-end processing (GO:0031124)	1/75	0.850214183032500070424930527224205434322357177734375	0.86673507755706113986349237165995873510837554931640625	0.89266361331056798267269414282054640352725982666015625	0.9106647520737627399256552962469868361949920654296875	0.21441660810906213	-0.03479273571725339	APP
regulation of protein export from nucleus (GO:0046825)	1/32	0.55476993947364794390608722096658311784267425537109375	0.63169744313860320961140359941055066883563995361328125	0.62002115715667349693518417552695609629154205322265625	0.71461348178391215224536381356301717460155487060546875	0.060355897731813386	-0.035561802053889306	TP53
ribosomal large subunit biogenesis (GO:0042273)	1/64	0.80203055924149480038209958365769125521183013916015625	0.828801239827154034855993813835084438323974609375	0.8516300014937068230125305490219034254550933837890625	0.88343749331075482889019667709362693130970001220703125	0.16124385635315713	-0.035571776256795425	NLE1
mRNA export from nucleus (GO:0006406)	1/106	0.9318059066859216699185708421282470226287841796875	0.93709837899936676564038862125016748905181884765625	0.95695316335379587702192338838358409702777862548828125	0.9623884670860147760862446375540457665920257568359375	0.5071199116716475	-0.03581825494116621	HHEX
cotranslational protein targeting to membrane (GO:0006613)	1/94	0.9075108210947586684369525755755603313446044921875	0.915916692611845828508876365958712995052337646484375	0.93867412748888356954779510488151572644710540771484375	0.9480441366046370443854129916871897876262664794921875	0.37184547428493425	-0.0360875247615271	SEC61A1
regulation of cell-matrix adhesion (GO:0001952)	1/53	0.7383878243873469582325697047053836286067962646484375	0.77677412049363303570004291032091714441776275634765625	0.79495972117145730084786237057414837181568145751953125	0.839091240714880282069998429506085813045501708984375	0.11934265029321668	-0.036194965194361016	THBS1
canonical glycolysis (GO:0061621)	1/26	0.481775057285024066455747515647090040147304534912109375	0.57857937146607596456959754505078308284282684326171875	0.546854848837404983186161189223639667034149169921875	0.66206828493861902273920350125990808010101318359375	0.0506661543812594	-0.03700037586229007	HK2
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	1/41	0.6454756259266092310866724801599048078060150146484375	0.70008899243877642515343495688284747302532196044921875	0.708268291258978166524684638716280460357666015625	0.77247293599108279860132597605115734040737152099609375	0.08476625621234825	-0.03710793998828522	PTPN3
regulation of stress-activated MAPK cascade (GO:0032872)	2/42	0.282069935991478615289196341109345667064189910888671875	0.438345654779955518076661746817990206182003021240234375	0.364071790601660172370657164719887077808380126953125	0.55392877700027032261687054415233433246612548828125	0.030371968104918455	-0.03843877008705315	MYC;MAPK8IP2
steroid biosynthetic process (GO:0006694)	1/80	0.8680557817211920212940867713768966495990753173828125	0.88080301920348735844612519940710626542568206787109375	0.90735901041922273346784777459106408059597015380859375	0.921673745614076000975956048932857811450958251953125	0.2731775709340782	-0.038654435535720996	HSD11B1
mRNA transport (GO:0051028)	1/105	0.930051480392085405668467501527629792690277099609375	0.93566613776661144985524742878624238073825836181640625	0.9556641919754429448374821731704287230968475341796875	0.9614334715434764699892866701702587306499481201171875	0.5394125203087147	-0.03911568182851841	HHEX
mitochondrial transport (GO:0006839)	1/136	0.96819229725701172473151245867484249174594879150390625	0.97024718009519428374431981865200214087963104248046875	0.98225282223255827585006727531435899436473846435546875	0.98433754700560227579586580759496428072452545166015625	1.2111109744095263	-0.03914862602060839	TP53
organic substance transport (GO:0071702)	1/88	0.89229578264791287178780976319103501737117767333984375	0.9021677202860589606103758342214860022068023681640625	0.92681072329832281386785552967921830713748931884765625	0.93739906429994590553178568370640277862548828125	0.34810399589252256	-0.039669098174833634	ABCA7
intra-Golgi vesicle-mediated transport (GO:0006891)	1/34	0.5767450210660094445103140969877131283283233642578125	0.647352870316959094765252302750013768672943115234375	0.6416892837258891812979300084407441318035125732421875	0.72578599093218565396767871789052151143550872802734375	0.0723924550687485	-0.039841550674081024	NSF
regulation of cellular pH (GO:0030641)	2/39	0.254162885899161083980146713656722567975521087646484375	0.424722306493143964001291124077397398650646209716796875	0.332433881851865564716064227468450553715229034423828125	0.54044921714397575751576141556142829358577728271484375	0.02915693934308642	-0.039938590461557004	SLC4A10;SLC4A4
recombinational repair (GO:0000725)	1/72	0.83837364810911252366310009165317751467227935791015625	0.856822707465048960528974930639378726482391357421875	0.88275273774907747625917409095563925802707672119140625	0.90380863969755564912844647551537491381168365478515625	0.22962323213764518	-0.040480600394857645	NABP1
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	1/73	0.8424207952887987627121901823556981980800628662109375	0.86002814884798806094323708748561330139636993408203125	0.88615385181390482483010373471188358962535858154296875	0.90663555875362666913730436135665513575077056884765625	0.23621853576001353	-0.040505722875300736	PSME4
response to ATP (GO:0033198)	1/15	0.315544956141795618353995678262435831129550933837890625	0.459608668765916217324729586835019290447235107421875	0.374301128421244133637202367026475258171558380126953125	0.554886144514488588441736283130012452602386474609375	0.03574197587946204	-0.04122672917136297	P2RY12
snRNA transcription from RNA polymerase II promoter (GO:0042795)	3/71	0.260832905891715205459746584892855025827884674072265625	0.424722306493143964001291124077397398650646209716796875	0.3606894299785252666623591721872799098491668701171875	0.55085345289981779703936126679764129221439361572265625	0.031237251280571032	-0.0419789699357784	POLR2E;NABP1;INTS6
calcium ion transmembrane transport (GO:0070588)	1/87	0.8895274503297467827422906339052133262157440185546875	0.899689848905452560501316838781349360942840576171875	0.92462193281474525097252126215607859194278717041015625	0.9355192627372048708167540098656900227069854736328125	0.3689439566200136	-0.04319039179546221	FKBP1A
T cell homeostasis (GO:0043029)	1/11	0.2427048391067571364576593850870267488062381744384765625	0.41395713978894821405418724680203013122081756591796875	0.29645010947055983052678129752166569232940673828125	0.5249019750813099793873561793589033186435699462890625	0.030767581982349086	-0.04356410324630653	NCKAP1L
nucleic acid phosphodiester bond hydrolysis (GO:0090305)	1/74	0.8463667993449892623658570300904102623462677001953125	0.86343433292918791988057591879623942077159881591796875	0.8894565294816556555446140919229947030544281005859375	0.90837431435527415946040719063603319227695465087890625	0.2632711108646112	-0.04391426482529407	DICER1
positive regulation of protein secretion (GO:0050714)	1/83	0.87772562652003538463674203740083612501621246337890625	0.888387531236606076134876275318674743175506591796875	0.91519403967714063607985508497222326695919036865234375	0.9276350520333800364625176371191628277301788330078125	0.34436945347142667	-0.04491308854109255	TGFB1
skeletal system morphogenesis (GO:0048705)	1/32	0.55476993947364794390608722096658311784267425537109375	0.63169744313860320961140359941055066883563995361328125	0.62002115715667349693518417552695609629154205322265625	0.71461348178391215224536381356301717460155487060546875	0.07695439264780904	-0.04534166471483346	TGFBR1
cellular response to amino acid stimulus (GO:0071230)	1/33	0.56589623156070401055472984808147884905338287353515625	0.63973823783378869212157269430463202297687530517578125	0.63101386897791744701180505217052996158599853515625	0.72025072152072533437916490584029816091060638427734375	0.08052599525926127	-0.04584703686050379	SH3BP4
RNA processing (GO:0006396)	2/194	0.956359209536775001225805681315250694751739501953125	0.95940709653600697581765643917606212198734283447265625	0.97865935588691177482445482382900081574916839599609375	0.98143078061154731539517115379567258059978485107421875	1.0342057160139233	-0.0461480113145346	SF3B2;DICER1
regulation of gene expression, epigenetic (GO:0040029)	3/75	0.287988806844367284387686822810792364180088043212890625	0.446808482908046256110168314990005455911159515380859375	0.392195426874502539593692063135677017271518707275390625	0.56427283259193183884150357698672451078891754150390625	0.03730339042206711	-0.046436516205776136	GPX1;SPI1;POLR2E
mitochondrial respiratory chain complex I assembly (GO:0032981)	1/65	0.8069857534204647464548543212004005908966064453125	0.831644466875291588081609006621874868869781494140625	0.85593159840124866111210621966165490448474884033203125	0.88530639586372306126804687664844095706939697265625	0.22315649617634975	-0.04785574650066012	NDUFAF7
nuclear import (GO:0051170)	1/72	0.83837364810911252366310009165317751467227935791015625	0.856822707465048960528974930639378726482391357421875	0.88275273774907747625917409095563925802707672119140625	0.90380863969755564912844647551537491381168365478515625	0.27689459495924845	-0.04881413498840688	IPO13
tRNA processing (GO:0008033)	1/63	0.79694841344007405492533280266798101365566253662109375	0.82490129896811470455730841422337107360363006591796875	0.847200275736901264878042638883925974369049072265625	0.87980879074876872092403345959610305726528167724609375	0.22836773214516248	-0.051831557278637606	CDKAL1
ncRNA processing (GO:0034470)	2/228	0.97897820798811341358458548711496405303478240966796875	0.98070907469247714516313862986862659454345703125	0.991060380110726502067564069875515997409820556640625	0.992812608505547533610524624236859381198883056640625	2.473571393754009	-0.052553240975872106	DICER1;INTS6
divalent metal ion transport (GO:0070838)	1/89	0.89499487892860762894287063318188302218914031982421875	0.90457384659462913845118237077258527278900146484375	0.92893610065438192435749442665837705135345458984375	0.93921340940537623165340619380003772675991058349609375	0.4765382353452502	-0.05286585687997403	PSEN1
nuclear export (GO:0051168)	2/93	0.67830502258714020502594621575553901493549346923828125	0.72765565649358154853842961529153399169445037841796875	0.764370763639349082296803317149169743061065673828125	0.81530962853549537872055452680797316133975982666015625	0.13737899346221724	-0.053324783697722235	CRB1;TGFB1
termination of RNA polymerase II transcription (GO:0006369)	1/69	0.825599144418848851501024910248816013336181640625	0.84679670546894547644711792599991895258426666259765625	0.871929072530109205985127118765376508235931396484375	0.89596483949140337532668354469933547079563140869140625	0.2786980666489666	-0.05341134754395201	TTF2
cellular response to radiation (GO:0071478)	1/43	0.66298156582047251816902644350193440914154052734375	0.715514962274056642854702658951282501220703125	0.72491411853091436423568438840447925031185150146484375	0.78685122520999239981165374047122895717620849609375	0.13096043355904555	-0.0538257981046886	TP53
negative regulation of peptidase activity (GO:0010466)	1/63	0.79694841344007405492533280266798101365566253662109375	0.82490129896811470455730841422337107360363006591796875	0.847200275736901264878042638883925974369049072265625	0.87980879074876872092403345959610305726528167724609375	0.24339076635624415	-0.055241265169048544	CST3
cellular amide metabolic process (GO:0043603)	1/63	0.79694841344007405492533280266798101365566253662109375	0.82490129896811470455730841422337107360363006591796875	0.847200275736901264878042638883925974369049072265625	0.87980879074876872092403345959610305726528167724609375	0.24764522190168542	-0.056206879068269586	CPE
negative regulation of cell cycle G2/M phase transition (GO:1902750)	1/70	0.82996550966170834495727604007697664201259613037109375	0.850376958000585769781309863901697099208831787109375	0.87564340648738225869607276763417758047580718994140625	0.8991293115544596314947511928039602935314178466796875	0.30182809539267563	-0.05625204431461453	PSME4
negative regulation of ERBB signaling pathway (GO:1901185)	2/44	0.300632287980594437026837795201572589576244354248046875	0.450868857516688203990185002112411893904209136962890625	0.384846469148351466582624880174989812076091766357421875	0.56427283259193183884150357698672451078891754150390625	0.04714390728136698	-0.05666072506516635	PTPN3;HBEGF
male gamete generation (GO:0048232)	2/155	0.90198830138161223413106881707790307700634002685546875	0.9106674475460112549995983499684371054172515869140625	0.943848864230705686395594966597855091094970703125	0.95157431756782528964322409592568874359130859375	0.562551795710598	-0.05802931528465037	ACE;KDM2B
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	2/68	0.5087957765719395286652115828474052250385284423828125	0.600591014595126981845396585413254797458648681640625	0.60417844923112740129766962127177976071834564208984375	0.70495780340683023013070851447992026805877685546875	0.08755011651017938	-0.0591583638337343	HHEX;PROX1
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	1/63	0.79694841344007405492533280266798101365566253662109375	0.82490129896811470455730841422337107360363006591796875	0.847200275736901264878042638883925974369049072265625	0.87980879074876872092403345959610305726528167724609375	0.2646763774173683	-0.06007236086966253	TP53
phospholipid metabolic process (GO:0006644)	2/71	0.53195724374836894643436835394822992384433746337890625	0.61461454793602332546953448400017805397510528564453125	0.62707189996189749425781201352947391569614410400390625	0.72025072152072533437916490584029816091060638427734375	0.09633629531974884	-0.06080671449923519	PLPP3;PLCB2
regulation of mRNA stability (GO:0043488)	1/129	0.9619932294164688091342441111919470131397247314453125	0.96437608596491719570309442133293487131595611572265625	0.978173209848762770235452990164048969745635986328125	0.98129061738723255547967028178391046822071075439453125	1.5749981573517895	-0.061027818133774045	PSME4
glycerophospholipid metabolic process (GO:0006650)	1/65	0.8069857534204647464548543212004005908966064453125	0.831644466875291588081609006621874868869781494140625	0.85593159840124866111210621966165490448474884033203125	0.88530639586372306126804687664844095706939697265625	0.29480773175122227	-0.06322130127895556	PLEK
oligosaccharide biosynthetic process (GO:0009312)	1/34	0.5767450210660094445103140969877131283283233642578125	0.647352870316959094765252302750013768672943115234375	0.6416892837258891812979300084407441318035125732421875	0.72578599093218565396767871789052151143550872802734375	0.11519810588941824	-0.06339985526105951	B4GALT1
response to metal ion (GO:0010038)	2/73	0.54697904934744945304458951795822940766811370849609375	0.62578907778767522973595305302296765148639678955078125	0.6417557032421903340235758150811307132244110107421875	0.72578599093218565396767871789052151143550872802734375	0.10632243853844169	-0.06414908810869609	ITPR3;THBS1
extrinsic apoptotic signaling pathway (GO:0097191)	1/68	0.82112088438267694101568849873729050159454345703125	0.84314442386956278685516963378177024424076080322265625	0.8681040636006056576690070869517512619495391845703125	0.89333048026898509430537842490593902766704559326171875	0.3270311501266128	-0.06445291458485099	TGFB1
humoral immune response mediated by circulating immunoglobulin (GO:0002455)	1/126	0.95898021491674712013519865649868734180927276611328125	0.9616959111005820570738933383836410939693450927734375	0.97615000548307817584969825475127436220645904541015625	0.97960785176534204143905526507296599447727203369140625	1.5418165629662086	-0.06457873274686404	HLA-DQB1
histone deacetylation (GO:0016575)	1/37	0.607694597358428456601586731267161667346954345703125	0.669622245941823290849015393177978694438934326171875	0.6719018182574061359702000117977149784564971923828125	0.7458847379009527767124154706834815442562103271484375	0.13207879585561588	-0.06578618044793828	HDAC1
positive regulation of DNA biosynthetic process (GO:2000573)	1/56	0.7575353940228108928778283370775170624256134033203125	0.7922103253106766995728094116202555596828460693359375	0.81227012443176260791943832373362965881824493408203125	0.85386317718559678890954955932102166116237640380859375	0.2392542318050816	-0.06643731564326145	MYC
regulation of endothelial cell migration (GO:0010594)	3/70	0.254094211132100233907493702645297162234783172607421875	0.424722306493143964001291124077397398650646209716796875	0.35276955010346611185667597965220920741558074951171875	0.5443825883625785788666462394758127629756927490234375	0.05013634420657809	-0.06868930694174509	PROX1;TEK;THBS1
hydrogen ion transmembrane transport (GO:1902600)	1/29	0.5196543045582864284170909741078503429889678955078125	0.60721201562092830261718745532562024891376495361328125	0.5850437588876544747762409315328113734722137451171875	0.69088327175019814685441588153480552136898040771484375	0.10642297167477911	-0.06966357132316776	TCIRG1
regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)	2/79	0.5899909655914090667039317850139923393726348876953125	0.65878189051364921535736129953875206410884857177734375	0.6830726767848969149810045564663596451282501220703125	0.7553258756173353294371963784215040504932403564453125	0.13210379251865315	-0.06970430914842943	PSME4;LIMD1
regulation of B cell activation (GO:0050864)	1/96	0.91208981879473050025097791149164550006389617919921875	0.9195553226496340215589953004382550716400146484375	0.942185675179279424895639749593101441860198974609375	0.950521324614125973084810539148747920989990234375	0.7608311080154857	-0.0700092501667376	TNFAIP3
chromatin assembly or disassembly (GO:0006333)	1/14	0.29801824258807652068270499512436799705028533935546875	0.448610882705643365664371913226204924285411834716796875	0.355683787878267876347848641671589575707912445068359375	0.5443825883625785788666462394758127629756927490234375	0.05806287533517336	-0.07029095041856796	TP53
organelle membrane fusion (GO:0090174)	1/72	0.83837364810911252366310009165317751467227935791015625	0.856822707465048960528974930639378726482391357421875	0.88275273774907747625917409095563925802707672119140625	0.90380863969755564912844647551537491381168365478515625	0.40126380980150217	-0.07073935762630429	VAMP3
regulation of macroautophagy (GO:0016241)	1/117	0.94843438152857562073450026218779385089874267578125	0.9521313263183752706453333303215913474559783935546875	0.96888743594378856638371644294238649308681488037109375	0.97300889969115667010868264696910046041011810302734375	1.3364351309980471	-0.07075444853914614	TBC1D12
cytosolic transport (GO:0016482)	3/119	0.57325900597300238903386571109876967966556549072265625	0.6467713117967008873421264070202596485614776611328125	0.6883511831247186574245233714464120566844940185546875	0.76056899445878622945116376286023296415805816650390625	0.1285476894959941	-0.07152620291556773	SNX1;KIF16B;VAMP3
positive regulation of nervous system development (GO:0051962)	1/53	0.7383878243873469582325697047053836286067962646484375	0.77677412049363303570004291032091714441776275634765625	0.79495972117145730084786237057414837181568145751953125	0.839091240714880282069998429506085813045501708984375	0.23844313937923917	-0.07231648626422603	DICER1
regulation of striated muscle contraction (GO:0006942)	1/30	0.531656332585065616314068392966873943805694580078125	0.61461454793602332546953448400017805397510528564453125	0.59704593172960629399170784381567500531673431396484375	0.69749737096493802379626458787242881953716278076171875	0.11588608953568233	-0.07321196296670636	ANK2
mitochondrion disassembly (GO:0061726)	1/39	0.62706228149079812350663587494636885821819305419921875	0.68589476581599650995002548370393924415111541748046875	0.69061769107921688881646105073741637170314788818359375	0.76218150324402855755323571429471485316753387451171875	0.1621101414259182	-0.07565832858329785	ATG4C
termination of RNA polymerase I transcription (GO:0006363)	1/32	0.55476993947364794390608722096658311784267425537109375	0.63169744313860320961140359941055066883563995361328125	0.62002115715667349693518417552695609629154205322265625	0.71461348178391215224536381356301717460155487060546875	0.13145787098904166	-0.07745521087782453	POLR2E
muscle organ development (GO:0007517)	2/61	0.4519388517283593476037140135304071009159088134765625	0.55932125287005207692203612168668769299983978271484375	0.54669496449857779563075155238038860261440277099609375	0.66206828493861902273920350125990808010101318359375	0.09777128505718792	-0.07765077509768567	MEF2C;HBEGF
regulation of cellular response to stress (GO:0080135)	1/105	0.930051480392085405668467501527629792690277099609375	0.93566613776661144985524742878624238073825836181640625	0.9556641919754429448374821731704287230968475341796875	0.9614334715434764699892866701702587306499481201171875	1.0777754782123488	-0.07815525428331889	AJUBA
positive regulation of JAK-STAT cascade (GO:0046427)	1/65	0.8069857534204647464548543212004005908966064453125	0.831644466875291588081609006621874868869781494140625	0.85593159840124866111210621966165490448474884033203125	0.88530639586372306126804687664844095706939697265625	0.3654577559011841	-0.07837214700344768	IL18
phosphatidylinositol biosynthetic process (GO:0006661)	4/99	0.2343007877287824614054301264332025311887264251708984375	0.41395713978894821405418724680203013122081756591796875	0.3466036362027746786651505317422561347484588623046875	0.5443825883625785788666462394758127629756927490234375	0.05603030844149305	-0.08130835808151755	INPP5D;PLCG2;PIK3C2A;PIK3R5
JNK cascade (GO:0007254)	1/67	0.81652786808893462744407543141278438270092010498046875	0.839340874563117456119698545080609619617462158203125	0.8641650899555457510103906315634958446025848388671875	0.890376379572177523158416079240851104259490966796875	0.4149698943080942	-0.084112005688949	NOD1
regulation of ATPase activity (GO:0043462)	2/41	0.27277051490498127606088019092567265033721923828125	0.437355928963216344929065826363512314856052398681640625	0.35358395065299841331096786234411410987377166748046875	0.5443825883625785788666462394758127629756927490234375	0.06479394837899012	-0.08417540203588564	PXK;PFN1
histone acetylation (GO:0016573)	1/72	0.83837364810911252366310009165317751467227935791015625	0.856822707465048960528974930639378726482391357421875	0.88275273774907747625917409095563925802707672119140625	0.90380863969755564912844647551537491381168365478515625	0.48699751135835406	-0.08585347165033529	SPI1
skin development (GO:0043588)	2/95	0.6895716361775416913815206498838961124420166015625	0.7366351603661296376657219298067502677440643310546875	0.77438017201629316677014003289514221251010894775390625	0.82505416597298175673813602770678699016571044921875	0.23444939232556788	-0.08714125001471641	ITGB4;ITGA6
regulation of actin cytoskeleton organization (GO:0032956)	1/76	0.85396540623624861421347986834007315337657928466796875	0.86962041548069446417201788790407590568065643310546875	0.8957778639636837514359513079398311674594879150390625	0.91318412688345318439786524322698824107646942138671875	0.5525946068533778	-0.08723512322109246	LRP1
calcium ion transport (GO:0006816)	3/119	0.57325900597300238903386571109876967966556549072265625	0.6467713117967008873421264070202596485614776611328125	0.6883511831247186574245233714464120566844940185546875	0.76056899445878622945116376286023296415805816650390625	0.15788010170386482	-0.08784727469685881	FKBP1A;ANK2;PSEN1
DNA conformation change (GO:0071103)	1/19	0.38139165919794415504640028302674181759357452392578125	0.50560719256330177717728702191379852592945098876953125	0.443555419417765939282816134436870925128459930419921875	0.5978080414893105487550428733811713755130767822265625	0.0914543773274282	-0.08815547663695679	HHEX
response to endoplasmic reticulum stress (GO:0034976)	2/107	0.7504920253636389038121023986604996025562286376953125	0.7877391960414730220918499981053173542022705078125	0.82695506827970444163611318799667060375213623046875	0.86480757048224543570569267103564925491809844970703125	0.3087007519373729	-0.08860522035212948	THBS1;TP53
sensory perception of sound (GO:0007605)	2/82	0.6103308741524298142167026526294648647308349609375	0.67200441759573792399606873004813678562641143798828125	0.70222765729780356469547086817328818142414093017578125	0.7701939423634058812240255065262317657470703125	0.18152560851173227	-0.08962900478549202	CEMIP;EYA1
nucleobase-containing small molecule catabolic process (GO:0034656)	1/16	0.332634926943528974607744430613820441067218780517578125	0.471177374015508798610341045787208713591098785400390625	0.392381743807308780436216011366923339664936065673828125	0.56427283259193183884150357698672451078891754150390625	0.08215792642656995	-0.09043202703270027	ENTPD2
anaphase-promoting complex-dependent catabolic process (GO:0031145)	1/80	0.8680557817211920212940867713768966495990753173828125	0.88080301920348735844612519940710626542568206787109375	0.90735901041922273346784777459106408059597015380859375	0.921673745614076000975956048932857811450958251953125	0.6393339889342798	-0.09046531300704448	PSME4
Rab protein signal transduction (GO:0032482)	2/71	0.53195724374836894643436835394822992384433746337890625	0.61461454793602332546953448400017805397510528564453125	0.62707189996189749425781201352947391569614410400390625	0.72025072152072533437916490584029816091060638427734375	0.14442106719155492	-0.09115744560494313	RAB32;RAB15
regulation of mitotic nuclear division (GO:0007088)	1/85	0.88377594257281533174364085425622761249542236328125	0.8941918733245663997166730041499249637126922607421875	0.92004650652246067199513390733045525848865509033203125	0.93188836359604254599986461471416987478733062744140625	0.7393476843071566	-0.0913476685355439	BMP7
regulation of mitotic spindle organization (GO:0060236)	1/36	0.597637551560183055698871612548828125	0.6634432537499994619878407320356927812099456787109375	0.66212451067896360701325875197653658688068389892578125	0.740544310601462196785860214731656014919281005859375	0.17885207375341183	-0.09206782685027916	GNAI1
regulation of protein targeting to mitochondrion (GO:1903214)	3/89	0.38364668901749643392662392216152511537075042724609375	0.50693613338925713751592638800502754747867584228515625	0.498313510333106945981995750116766430437564849853515625	0.6373463542996351538505450662341900169849395751953125	0.09658641921896849	-0.09253299923759872	HHAT;SLC17A9;ITGAX
regulation of JAK-STAT cascade (GO:0046425)	1/66	0.81181716093093470032471259401063434779644012451171875	0.83510458130622289285582837692345492541790008544921875	0.86010876415785209037068170800921507179737091064453125	0.887036086224679554135263970238156616687774658203125	0.44427476493207085	-0.09262246316678381	NLK
calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339)	1/42	0.654339179347905197658974429941736161708831787109375	0.70726550747524441487001922723720781505107879638671875	0.71671315652257117090329074926557950675487518310546875	0.7794427533314565170741161637124605476856231689453125	0.2184606236797611	-0.09265558178829914	CDH1
development of primary male sexual characteristics (GO:0046546)	1/44	0.67140829324994533156001352836028672754764556884765625	0.7224077838120377403896554824314080178737640380859375	0.7328782056592384464011047384701669216156005859375	0.79367123724488630731599414502852596342563629150390625	0.23283875011818336	-0.09275779888476114	LHFPL2
mitotic cytokinesis (GO:0000281)	1/60	0.78090739169050749080014384162495844066143035888671875	0.81202060049245006201346086527337320148944854736328125	0.8331036846347072977181369424215517938137054443359375	0.86995309199046289005963217277894727885723114013671875	0.38011431847534916	-0.09400178165826685	SEPT4
DNA-templated transcription, elongation (GO:0006354)	1/109	0.93681003923639927233324442568118683993816375732421875	0.94112866707685072231726053360034711658954620361328125	0.960600038602235084539415765902958810329437255859375	0.96502833665252907291431938574532978236675262451171875	1.4411869538172202	-0.09407311845316146	POLR2E
regulation of cytosolic calcium ion concentration (GO:0051480)	2/138	0.86226800338088338548914180137217044830322265625	0.87618552854305686850011625210754573345184326171875	0.915519804265912728880039139767177402973175048828125	0.9276350520333800364625176371191628277301788330078125	0.6383373338074021	-0.09459466553523167	ITPR3;CD55
positive regulation of protein ubiquitination (GO:0031398)	3/84	0.349590127609152478971310529232141561806201934814453125	0.480072143246111970871226048984681256115436553955078125	0.461365040598377629255111287420731969177722930908203125	0.60792891163497853046493446527165360748767852783203125	0.09020781204098394	-0.09480785790550064	FKBP1A;SEPT4;CLU
endoderm development (GO:0007492)	1/16	0.332634926943528974607744430613820441067218780517578125	0.471177374015508798610341045787208713591098785400390625	0.392381743807308780436216011366923339664936065673828125	0.56427283259193183884150357698672451078891754150390625	0.08715006749072497	-0.0959269251551378	KIF16B
negative regulation of multicellular organismal process (GO:0051241)	2/126	0.82587338411955391048735464210039936006069183349609375	0.84679670546894547644711792599991895258426666259765625	0.88796410429931416086191120484727434813976287841796875	0.90750443992783436097937510567135177552700042724609375	0.5042505897574348	-0.09647009910175604	MEF2C;WWC3
DNA synthesis involved in DNA repair (GO:0000731)	1/66	0.81181716093093470032471259401063434779644012451171875	0.83510458130622289285582837692345492541790008544921875	0.86010876415785209037068170800921507179737091064453125	0.887036086224679554135263970238156616687774658203125	0.4630224497329293	-0.09653098303330264	UBA7
positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition (GO:0051437)	1/77	0.85762286773094442704490347750834189355373382568359375	0.87240415952666616750121875156764872372150421142578125	0.8988019624533178930647636661888100206851959228515625	0.91527892150620038247410548137850128114223480224609375	0.6368935838373926	-0.09782101048385508	PSME4
leukocyte tethering or rolling (GO:0050901)	1/17	0.349299016791657146452365623190416954457759857177734375	0.480072143246111970871226048984681256115436553955078125	0.4099410723182927984709067459334619343280792236328125	0.5721000285111939032134387161931954324245452880859375	0.09356683019640645	-0.09841611287527491	SELPLG
neuropeptide signaling pathway (GO:0007218)	2/71	0.53195724374836894643436835394822992384433746337890625	0.61461454793602332546953448400017805397510528564453125	0.62707189996189749425781201352947391569614410400390625	0.72025072152072533437916490584029816091060638427734375	0.15631324573216054	-0.09866369548607487	CPE;CARTPT
defense response to Gram-negative bacterium (GO:0050829)	1/72	0.83837364810911252366310009165317751467227935791015625	0.856822707465048960528974930639378726482391357421875	0.88275273774907747625917409095563925802707672119140625	0.90380863969755564912844647551537491381168365478515625	0.5611257379326527	-0.09892164027595102	GSDMD
